name,monthly_temperature,pig_vaccinated,area,state_total_population,monthly_case_to_pop_ratio,high_risk_state,pop_density
Mizoram,18.1,29313.0,21081,1228227.5463,3.0738232814783764e-06,0,58.2623
Mizoram,22.03,29313.0,21081,1228227.5463,3.0738232814783764e-06,0,58.2623
Mizoram,24.43,29313.0,21081,1228227.5463,3.0381955623189496e-06,1,58.2623
Mizoram,24.9,29313.0,21081,1228227.5463,3.0738232814783764e-06,0,58.2623
Mizoram,25.03,29313.0,21081,1228227.5463,3.0738232814783764e-06,0,58.2623
Mizoram,24.87,29313.0,21081,1228227.5463,3.0738232814783764e-06,0,58.2623
Mizoram,24.89,29313.0,21081,1228227.5463,3.0738232814783764e-06,0,58.2623
Mizoram,24.5,29313.0,21081,1228227.5463,3.0738232814783764e-06,0,58.2623
Mizoram,23.29,29313.0,21081,1228227.5463,3.0738232814783764e-06,0,58.2623
Mizoram,20.01,29313.0,21081,1228227.5463,3.0738232814783764e-06,0,58.2623
Mizoram,16.31,29313.0,21081,1228227.5463,3.0738232814783764e-06,0,58.2623
Mizoram,15.24,29313.0,21081,1242463.5456,3.0738232814783773e-06,0,58.9376
Mizoram,18.1,29313.0,21081,1242463.5456,3.0738232814783773e-06,0,58.9376
Mizoram,22.03,29313.0,21081,1242463.5456,3.0738232814783773e-06,0,58.9376
Mizoram,24.43,29313.0,21081,1242463.5456,3.0738232814783773e-06,0,58.9376
Mizoram,24.9,29313.0,21081,1242463.5456,3.0738232814783773e-06,0,58.9376
Mizoram,25.03,29313.0,21081,1242463.5456,3.003384279483646e-06,1,58.9376
Mizoram,24.87,29313.0,21081,1242463.5456,3.0738232814783773e-06,0,58.9376
Mizoram,24.89,29313.0,21081,1242463.5456,3.0738232814783773e-06,0,58.9376
Mizoram,24.5,29313.0,21081,1242463.5456,3.0738232814783773e-06,0,58.9376
Mizoram,23.29,29313.0,21081,1242463.5456,3.0738232814783773e-06,0,58.9376
Mizoram,20.01,29313.0,21081,1242463.5456,3.0738232814783773e-06,0,58.9376
Mizoram,16.31,29313.0,21081,1242463.5456,3.0738232814783773e-06,0,58.9376
Mizoram,15.24,29313.0,21081,1256699.5449,3.073823281478377e-06,0,59.6129
Mizoram,18.1,29313.0,21081,1256699.5449,3.073823281478377e-06,0,59.6129
Mizoram,22.03,29313.0,21081,1256699.5449,3.073823281478377e-06,0,59.6129
Mizoram,24.43,29313.0,21081,1256699.5449,3.073823281478377e-06,0,59.6129
Mizoram,24.9,29313.0,21081,1256699.5449,3.073823281478377e-06,0,59.6129
Mizoram,25.03,29313.0,21081,1256699.5449,3.073823281478377e-06,0,59.6129
Mizoram,24.87,29313.0,21081,1256699.5449,3.073823281478377e-06,0,59.6129
Mizoram,24.89,29313.0,21081,1256699.5449,3.073823281478377e-06,0,59.6129
Mizoram,24.5,29313.0,21081,1256699.5449,3.073823281478377e-06,0,59.6129
Mizoram,23.29,29313.0,21081,1256699.5449,3.073823281478377e-06,0,59.6129
Mizoram,20.01,29313.0,21081,1256699.5449,3.073823281478377e-06,0,59.6129
Mizoram,16.31,29313.0,21081,1256699.5449,3.073823281478377e-06,0,59.6129
Mizoram,15.24,29313.0,21081,1270935.5442000001,3.0738232814783773e-06,0,60.2882
Mizoram,18.1,29313.0,21081,1270935.5442000001,3.0738232814783773e-06,0,60.2882
Mizoram,22.03,29313.0,21081,1270935.5442000001,3.0738232814783773e-06,0,60.2882
Mizoram,24.43,29313.0,21081,1270935.5442000001,3.0738232814783773e-06,0,60.2882
Mizoram,24.9,29313.0,21081,1270935.5442000001,3.0738232814783773e-06,0,60.2882
Mizoram,25.03,29313.0,21081,1270935.5442000001,3.0738232814783773e-06,0,60.2882
Mizoram,24.87,29313.0,21081,1270935.5442000001,3.0738232814783773e-06,0,60.2882
Mizoram,24.89,29313.0,21081,1270935.5442000001,3.0738232814783773e-06,0,60.2882
Mizoram,24.5,29313.0,21081,1270935.5442000001,3.0738232814783773e-06,0,60.2882
Mizoram,23.29,29313.0,21081,1270935.5442000001,3.0738232814783773e-06,0,60.2882
Mizoram,20.01,29313.0,21081,1270935.5442000001,3.0738232814783773e-06,0,60.2882
Mizoram,16.31,29313.0,21081,1270935.5442000001,3.0738232814783773e-06,0,60.2882
Mizoram,15.24,29313.0,21081,1285171.5435000001,3.073823281478377e-06,0,60.9635
Mizoram,18.1,29313.0,21081,1285171.5435000001,3.073823281478377e-06,0,60.9635
Mizoram,22.03,29313.0,21081,1285171.5435000001,3.073823281478377e-06,0,60.9635
Mizoram,24.43,29313.0,21081,1285171.5435000001,3.073823281478377e-06,0,60.9635
Mizoram,24.9,29313.0,21081,1285171.5435000001,3.073823281478377e-06,0,60.9635
Mizoram,25.03,29313.0,21081,1285171.5435000001,3.073823281478377e-06,0,60.9635
Mizoram,24.87,29313.0,21081,1285171.5435000001,3.073823281478377e-06,0,60.9635
Mizoram,24.89,29313.0,21081,1285171.5435000001,3.073823281478377e-06,0,60.9635
Mizoram,24.5,29313.0,21081,1285171.5435000001,3.073823281478377e-06,0,60.9635
Mizoram,23.29,29313.0,21081,1285171.5435000001,3.073823281478377e-06,0,60.9635
Mizoram,20.01,29313.0,21081,1285171.5435000001,3.073823281478377e-06,0,60.9635
Mizoram,16.31,29313.0,21081,1285171.5435000001,3.073823281478377e-06,0,60.9635
Mizoram,15.24,29313.0,21081,1299407.5428000002,3.0738232814783773e-06,0,61.63880000000001
Mizoram,18.1,29313.0,21081,1299407.5428000002,3.0738232814783773e-06,0,61.63880000000001
Mizoram,22.03,29313.0,21081,1299407.5428000002,3.0738232814783773e-06,0,61.63880000000001
Mizoram,24.43,29313.0,21081,1299407.5428000002,3.0738232814783773e-06,0,61.63880000000001
Mizoram,24.9,29313.0,21081,1299407.5428000002,3.0738232814783773e-06,0,61.63880000000001
Mizoram,25.03,29313.0,21081,1299407.5428000002,3.0738232814783773e-06,0,61.63880000000001
Mizoram,24.87,29313.0,21081,1299407.5428000002,3.0738232814783773e-06,0,61.63880000000001
Mizoram,24.89,29313.0,21081,1299407.5428000002,3.0738232814783773e-06,0,61.63880000000001
Mizoram,24.5,29313.0,21081,1299407.5428000002,3.0738232814783773e-06,0,61.63880000000001
Mizoram,23.29,29313.0,21081,1299407.5428000002,3.0738232814783773e-06,0,61.63880000000001
Mizoram,20.01,29313.0,21081,1299407.5428000002,3.0738232814783773e-06,0,61.63880000000001
Mizoram,16.31,29313.0,21081,1299407.5428000002,3.0738232814783773e-06,0,61.63880000000001
Mizoram,15.24,29313.0,21081,1313643.5421,3.0738232814783777e-06,0,62.314099999999996
Mizoram,18.1,29313.0,21081,1313643.5421,3.0738232814783777e-06,0,62.314099999999996
Mizoram,22.03,29313.0,21081,1313643.5421,2.8406453966356786e-06,1,62.314099999999996
Mizoram,24.43,29313.0,21081,1313643.5421,3.0738232814783777e-06,0,62.314099999999996
Mizoram,24.9,29313.0,21081,1313643.5421,3.0738232814783777e-06,0,62.314099999999996
Mizoram,25.03,29313.0,21081,1313643.5421,3.0738232814783777e-06,0,62.314099999999996
Mizoram,24.87,29313.0,21081,1313643.5421,3.0738232814783777e-06,0,62.314099999999996
Mizoram,24.89,29313.0,21081,1313643.5421,3.0738232814783777e-06,0,62.314099999999996
Mizoram,24.5,29313.0,21081,1313643.5421,3.0738232814783777e-06,0,62.314099999999996
Mizoram,23.29,29313.0,21081,1313643.5421,3.0738232814783777e-06,0,62.314099999999996
Mizoram,20.01,29313.0,21081,1313643.5421,3.0738232814783777e-06,0,62.314099999999996
Mizoram,16.31,29313.0,21081,1313643.5421,3.0738232814783777e-06,0,62.314099999999996
Mizoram,15.24,29313.0,21081,1327879.5414,3.0738232814783773e-06,0,62.989399999999996
Mizoram,18.1,29313.0,21081,1327879.5414,3.0738232814783773e-06,0,62.989399999999996
Mizoram,22.03,29313.0,21081,1327879.5414,3.0738232814783773e-06,0,62.989399999999996
Mizoram,24.43,29313.0,21081,1327879.5414,3.0738232814783773e-06,0,62.989399999999996
Mizoram,24.9,29313.0,21081,1327879.5414,3.0738232814783773e-06,0,62.989399999999996
Mizoram,25.03,29313.0,21081,1327879.5414,3.0738232814783773e-06,0,62.989399999999996
Mizoram,24.87,29313.0,21081,1327879.5414,3.0738232814783773e-06,0,62.989399999999996
Mizoram,24.89,29313.0,21081,1327879.5414,3.0738232814783773e-06,0,62.989399999999996
Mizoram,24.5,29313.0,21081,1327879.5414,3.0738232814783773e-06,0,62.989399999999996
Mizoram,23.29,29313.0,21081,1327879.5414,3.0738232814783773e-06,0,62.989399999999996
Mizoram,20.01,29313.0,21081,1327879.5414,3.0738232814783773e-06,0,62.989399999999996
Mizoram,16.31,29313.0,21081,1327879.5414,3.0738232814783773e-06,0,62.989399999999996
Mizoram,15.24,29313.0,21081,1342115.5407,3.0738232814783773e-06,0,63.6647
Mizoram,18.1,29313.0,21081,1342115.5407,3.0738232814783773e-06,0,63.6647
Mizoram,22.03,29313.0,21081,1342115.5407,3.0738232814783773e-06,0,63.6647
Mizoram,24.43,29313.0,21081,1342115.5407,3.0738232814783773e-06,0,63.6647
Mizoram,24.9,29313.0,21081,1342115.5407,3.0738232814783773e-06,0,63.6647
Mizoram,25.03,29313.0,21081,1342115.5407,3.0738232814783773e-06,0,63.6647
Mizoram,24.87,29313.0,21081,1342115.5407,3.0738232814783773e-06,0,63.6647
Mizoram,24.89,29313.0,21081,1342115.5407,3.0738232814783773e-06,0,63.6647
Mizoram,24.5,29313.0,21081,1342115.5407,3.0738232814783773e-06,0,63.6647
Mizoram,23.29,29313.0,21081,1342115.5407,3.0738232814783773e-06,0,63.6647
Mizoram,20.01,29313.0,21081,1342115.5407,3.0738232814783773e-06,0,63.6647
Mizoram,16.31,29313.0,21081,1342115.5407,3.0738232814783773e-06,0,63.6647
Mizoram,15.24,29313.0,21081,1356351.54,3.073823281478377e-06,0,64.34
Mizoram,18.1,29313.0,21081,1356351.54,3.073823281478377e-06,0,64.34
Mizoram,22.03,29313.0,21081,1356351.54,2.7512008285746865e-06,1,64.34
Mizoram,24.43,29313.0,21081,1356351.54,3.073823281478377e-06,0,64.34
Mizoram,24.9,29313.0,21081,1356351.54,3.073823281478377e-06,0,64.34
Mizoram,25.03,29313.0,21081,1356351.54,3.073823281478377e-06,0,64.34
Mizoram,24.87,29313.0,21081,1356351.54,3.073823281478377e-06,0,64.34
Mizoram,24.89,29313.0,21081,1356351.54,2.7512008285746865e-06,1,64.34
Mizoram,24.5,29313.0,21081,1356351.54,3.073823281478377e-06,0,64.34
Mizoram,23.29,29313.0,21081,1356351.54,3.073823281478377e-06,0,64.34
Mizoram,20.01,29313.0,21081,1356351.54,3.073823281478377e-06,0,64.34
Mizoram,16.31,29313.0,21081,1356351.54,3.073823281478377e-06,0,64.34
Nagaland,12.56,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,14.88,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,18.1,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,20.35,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,22.32,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,23.98,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,24.23,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,24.24,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,23.39,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,21.12,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,17.1,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,13.58,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,12.56,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,14.88,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,18.1,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,20.35,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,22.32,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,23.98,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,24.23,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,24.24,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,23.39,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,21.12,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,17.1,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,13.58,18922.0,16579,2952786.216,3.908514904206869e-06,0,178.104
Nagaland,12.56,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,14.88,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,18.1,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,20.35,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,22.32,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,23.98,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,24.23,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,24.24,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,23.39,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,21.12,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,17.1,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,13.58,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,12.56,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,14.88,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,18.1,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,20.35,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,22.32,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,23.98,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,24.23,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,24.24,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,23.39,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,21.12,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,17.1,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,13.58,18922.0,16579,2952786.216,3.908514904206869e-06,1,178.104
Nagaland,12.56,18922.0,16579,2991382.1280000005,3.858085807943492e-06,1,180.43200000000002
Nagaland,14.88,18922.0,16579,2991382.1280000005,3.908514904206868e-06,0,180.43200000000002
Nagaland,18.1,18922.0,16579,2991382.1280000005,3.908514904206868e-06,0,180.43200000000002
Nagaland,20.35,18922.0,16579,2991382.1280000005,3.908514904206868e-06,0,180.43200000000002
Nagaland,22.32,18922.0,16579,2991382.1280000005,3.908514904206868e-06,0,180.43200000000002
Nagaland,23.98,18922.0,16579,2991382.1280000005,3.908514904206868e-06,0,180.43200000000002
Nagaland,24.23,18922.0,16579,2991382.1280000005,3.908514904206868e-06,0,180.43200000000002
Nagaland,24.24,18922.0,16579,2991382.1280000005,3.908514904206868e-06,0,180.43200000000002
Nagaland,23.39,18922.0,16579,2991382.1280000005,3.908514904206868e-06,0,180.43200000000002
Nagaland,21.12,18922.0,16579,2991382.1280000005,3.908514904206868e-06,0,180.43200000000002
Nagaland,17.1,18922.0,16579,2991382.1280000005,3.908514904206868e-06,0,180.43200000000002
Nagaland,13.58,18922.0,16579,2991382.1280000005,3.908514904206868e-06,0,180.43200000000002
Nagaland,12.56,18922.0,16579,3029978.0400000005,3.908514904206869e-06,0,182.76000000000002
Nagaland,14.88,18922.0,16579,3029978.0400000005,3.908514904206869e-06,0,182.76000000000002
Nagaland,18.1,18922.0,16579,3029978.0400000005,3.908514904206869e-06,0,182.76000000000002
Nagaland,20.35,18922.0,16579,3029978.0400000005,3.908514904206869e-06,0,182.76000000000002
Nagaland,22.32,18922.0,16579,3029978.0400000005,3.908514904206869e-06,0,182.76000000000002
Nagaland,23.98,18922.0,16579,3029978.0400000005,3.908514904206869e-06,0,182.76000000000002
Nagaland,24.23,18922.0,16579,3029978.0400000005,3.908514904206869e-06,0,182.76000000000002
Nagaland,24.24,18922.0,16579,3029978.0400000005,3.908514904206869e-06,0,182.76000000000002
Nagaland,23.39,18922.0,16579,3029978.0400000005,3.908514904206869e-06,0,182.76000000000002
Nagaland,21.12,18922.0,16579,3029978.0400000005,3.908514904206869e-06,0,182.76000000000002
Nagaland,17.1,18922.0,16579,3029978.0400000005,3.808941445058328e-06,1,182.76000000000002
Nagaland,13.58,18922.0,16579,3029978.0400000005,3.908514904206869e-06,0,182.76000000000002
Nagaland,12.56,18922.0,16579,3068573.952,3.908514904206868e-06,0,185.088
Nagaland,14.88,18922.0,16579,3068573.952,3.908514904206868e-06,0,185.088
Nagaland,18.1,18922.0,16579,3068573.952,3.908514904206868e-06,0,185.088
Nagaland,20.35,18922.0,16579,3068573.952,3.908514904206868e-06,0,185.088
Nagaland,22.32,18922.0,16579,3068573.952,3.908514904206868e-06,0,185.088
Nagaland,23.98,18922.0,16579,3068573.952,3.908514904206868e-06,0,185.088
Nagaland,24.23,18922.0,16579,3068573.952,3.908514904206868e-06,0,185.088
Nagaland,24.24,18922.0,16579,3068573.952,3.908514904206868e-06,0,185.088
Nagaland,23.39,18922.0,16579,3068573.952,3.908514904206868e-06,0,185.088
Nagaland,21.12,18922.0,16579,3068573.952,3.908514904206868e-06,0,185.088
Nagaland,17.1,18922.0,16579,3068573.952,3.908514904206868e-06,0,185.088
Nagaland,13.58,18922.0,16579,3068573.952,3.908514904206868e-06,0,185.088
Nagaland,12.56,18922.0,16579,3107169.864,3.908514904206869e-06,0,187.416
Nagaland,14.88,18922.0,16579,3107169.864,3.908514904206869e-06,0,187.416
Nagaland,18.1,18922.0,16579,3107169.864,3.908514904206869e-06,0,187.416
Nagaland,20.35,18922.0,16579,3107169.864,3.908514904206869e-06,0,187.416
Nagaland,22.32,18922.0,16579,3107169.864,3.908514904206869e-06,0,187.416
Nagaland,23.98,18922.0,16579,3107169.864,3.908514904206869e-06,0,187.416
Nagaland,24.23,18922.0,16579,3107169.864,3.908514904206869e-06,0,187.416
Nagaland,24.24,18922.0,16579,3107169.864,3.908514904206869e-06,0,187.416
Nagaland,23.39,18922.0,16579,3107169.864,3.908514904206869e-06,0,187.416
Nagaland,21.12,18922.0,16579,3107169.864,3.908514904206869e-06,0,187.416
Nagaland,17.1,18922.0,16579,3107169.864,3.908514904206869e-06,0,187.416
Nagaland,13.58,18922.0,16579,3107169.864,3.908514904206869e-06,0,187.416
Nagaland,12.56,18922.0,16579,3145765.776,3.908514904206868e-06,0,189.744
Nagaland,14.88,18922.0,16579,3145765.776,3.908514904206868e-06,0,189.744
Nagaland,18.1,18922.0,16579,3145765.776,3.908514904206868e-06,0,189.744
Nagaland,20.35,18922.0,16579,3145765.776,3.908514904206868e-06,0,189.744
Nagaland,22.32,18922.0,16579,3145765.776,3.668743878588309e-06,1,189.744
Nagaland,23.98,18922.0,16579,3145765.776,3.908514904206868e-06,0,189.744
Nagaland,24.23,18922.0,16579,3145765.776,3.908514904206868e-06,0,189.744
Nagaland,24.24,18922.0,16579,3145765.776,3.908514904206868e-06,0,189.744
Nagaland,23.39,18922.0,16579,3145765.776,3.908514904206868e-06,0,189.744
Nagaland,21.12,18922.0,16579,3145765.776,3.908514904206868e-06,0,189.744
Nagaland,17.1,18922.0,16579,3145765.776,3.908514904206868e-06,0,189.744
Nagaland,13.58,18922.0,16579,3145765.776,3.908514904206868e-06,0,189.744
Nagaland,12.56,18922.0,16579,3184361.688,3.908514904206869e-06,0,192.072
Nagaland,14.88,18922.0,16579,3184361.688,3.908514904206869e-06,0,192.072
Nagaland,18.1,18922.0,16579,3184361.688,3.6242770341270987e-06,1,192.072
Nagaland,20.35,18922.0,16579,3184361.688,3.908514904206869e-06,0,192.072
Nagaland,22.32,18922.0,16579,3184361.688,3.6242770341270987e-06,1,192.072
Nagaland,23.98,18922.0,16579,3184361.688,3.908514904206869e-06,0,192.072
Nagaland,24.23,18922.0,16579,3184361.688,3.908514904206869e-06,0,192.072
Nagaland,24.24,18922.0,16579,3184361.688,3.908514904206869e-06,0,192.072
Nagaland,23.39,18922.0,16579,3184361.688,3.908514904206869e-06,0,192.072
Nagaland,21.12,18922.0,16579,3184361.688,3.908514904206869e-06,0,192.072
Nagaland,17.1,18922.0,16579,3184361.688,3.908514904206869e-06,0,192.072
Nagaland,13.58,18922.0,16579,3184361.688,3.908514904206869e-06,0,192.072
Nagaland,12.56,18922.0,16579,3222957.6,3.908514904206869e-06,0,194.4
Nagaland,14.88,18922.0,16579,3222957.6,3.908514904206869e-06,0,194.4
Nagaland,18.1,18922.0,16579,3222957.6,3.908514904206869e-06,0,194.4
Nagaland,20.35,18922.0,16579,3222957.6,3.908514904206869e-06,0,194.4
Nagaland,22.32,18922.0,16579,3222957.6,3.908514904206869e-06,0,194.4
Nagaland,23.98,18922.0,16579,3222957.6,3.908514904206869e-06,0,194.4
Nagaland,24.23,18922.0,16579,3222957.6,3.908514904206869e-06,0,194.4
Nagaland,24.24,18922.0,16579,3222957.6,3.908514904206869e-06,0,194.4
Nagaland,23.39,18922.0,16579,3222957.6,3.908514904206869e-06,0,194.4
Nagaland,21.12,18922.0,16579,3222957.6,3.908514904206869e-06,0,194.4
Nagaland,17.1,18922.0,16579,3222957.6,3.908514904206869e-06,0,194.4
Nagaland,13.58,18922.0,16579,3222957.6,3.908514904206869e-06,0,194.4
Nagaland,12.56,18922.0,16579,3261553.5119999996,3.908514904206869e-06,0,196.72799999999998
Nagaland,14.88,18922.0,16579,3261553.5119999996,3.908514904206869e-06,0,196.72799999999998
Nagaland,18.1,18922.0,16579,3261553.5119999996,3.908514904206869e-06,0,196.72799999999998
Nagaland,20.35,18922.0,16579,3261553.5119999996,3.908514904206869e-06,0,196.72799999999998
Nagaland,22.32,18922.0,16579,3261553.5119999996,3.908514904206869e-06,0,196.72799999999998
Nagaland,23.98,18922.0,16579,3261553.5119999996,3.908514904206869e-06,0,196.72799999999998
Nagaland,24.23,18922.0,16579,3261553.5119999996,3.538500561683442e-06,1,196.72799999999998
Nagaland,24.24,18922.0,16579,3261553.5119999996,3.908514904206869e-06,0,196.72799999999998
Nagaland,23.39,18922.0,16579,3261553.5119999996,3.908514904206869e-06,0,196.72799999999998
Nagaland,21.12,18922.0,16579,3261553.5119999996,3.908514904206869e-06,0,196.72799999999998
Nagaland,17.1,18922.0,16579,3261553.5119999996,3.538500561683442e-06,1,196.72799999999998
Nagaland,13.58,18922.0,16579,3261553.5119999996,3.908514904206869e-06,0,196.72799999999998
Nagaland,12.56,18922.0,16579,3300149.4239999996,3.908514904206869e-06,0,199.05599999999998
Nagaland,14.88,18922.0,16579,3300149.4239999996,3.908514904206869e-06,0,199.05599999999998
Nagaland,18.1,18922.0,16579,3300149.4239999996,3.908514904206869e-06,0,199.05599999999998
Nagaland,20.35,18922.0,16579,3300149.4239999996,3.908514904206869e-06,0,199.05599999999998
Nagaland,22.32,18922.0,16579,3300149.4239999996,3.908514904206869e-06,0,199.05599999999998
Nagaland,23.98,18922.0,16579,3300149.4239999996,3.908514904206869e-06,0,199.05599999999998
Nagaland,24.23,18922.0,16579,3300149.4239999996,3.4971170851361436e-06,1,199.05599999999998
Nagaland,24.24,18922.0,16579,3300149.4239999996,3.908514904206869e-06,0,199.05599999999998
Nagaland,23.39,18922.0,16579,3300149.4239999996,3.908514904206869e-06,0,199.05599999999998
Nagaland,21.12,18922.0,16579,3300149.4239999996,3.908514904206869e-06,0,199.05599999999998
Nagaland,17.1,18922.0,16579,3300149.4239999996,3.908514904206869e-06,0,199.05599999999998
Nagaland,13.58,18922.0,16579,3300149.4239999996,3.908514904206869e-06,0,199.05599999999998
Nagaland,12.56,18922.0,16579,3338745.3359999997,3.908514904206869e-06,0,201.384
Nagaland,14.88,18922.0,16579,3338745.3359999997,3.908514904206869e-06,0,201.384
Nagaland,18.1,18922.0,16579,3338745.3359999997,3.908514904206869e-06,0,201.384
Nagaland,20.35,18922.0,16579,3338745.3359999997,3.908514904206869e-06,0,201.384
Nagaland,22.32,18922.0,16579,3338745.3359999997,3.908514904206869e-06,0,201.384
Nagaland,23.98,18922.0,16579,3338745.3359999997,3.908514904206869e-06,0,201.384
Nagaland,24.23,18922.0,16579,3338745.3359999997,3.908514904206869e-06,0,201.384
Nagaland,24.24,18922.0,16579,3338745.3359999997,3.908514904206869e-06,0,201.384
Nagaland,23.39,18922.0,16579,3338745.3359999997,3.908514904206869e-06,0,201.384
Nagaland,21.12,18922.0,16579,3338745.3359999997,3.908514904206869e-06,0,201.384
Nagaland,17.1,18922.0,16579,3338745.3359999997,3.908514904206869e-06,0,201.384
Nagaland,13.58,18922.0,16579,3338745.3359999997,3.908514904206869e-06,0,201.384
Odisha,20.27,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,23.54,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,27.43,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,30.02,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,31.27,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,29.18,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,27.06,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,26.72,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,26.83,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,25.8,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,22.95,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,20.15,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,20.27,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,23.54,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,27.43,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,30.02,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,31.27,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,29.18,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,27.06,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,26.72,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,26.83,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,25.8,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,22.95,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,20.15,85918.0,155707,34988919.97,4.1616156368593363e-07,0,224.70999999999998
Odisha,20.27,85918.0,155707,34988919.97,4.1616156368593363e-07,1,224.70999999999998
Odisha,23.54,85918.0,155707,34988919.97,4.1616156368593363e-07,1,224.70999999999998
Odisha,27.43,85918.0,155707,34988919.97,4.1616156368593363e-07,1,224.70999999999998
Odisha,30.02,85918.0,155707,34988919.97,4.1616156368593363e-07,1,224.70999999999998
Odisha,31.27,85918.0,155707,34988919.97,4.1616156368593363e-07,1,224.70999999999998
