name,monthly_temperature,pig_vaccinated,area,state_total_population,monthly_case_to_pop_ratio,high_risk_state,pop_density
Haryana,19.78,,44212,25875550.4896,1.4656488871086055e-06,0,585.2608
Haryana,14.55,,44212,25875550.4896,1.4656488871086055e-06,0,585.2608
Haryana,12.91,,44212,26200026.778799996,1.465648887108606e-06,0,592.5998999999999
Haryana,16.69,,44212,26200026.778799996,1.465648887108606e-06,0,592.5998999999999
Haryana,22.27,,44212,26200026.778799996,1.465648887108606e-06,0,592.5998999999999
Haryana,28.89,,44212,26200026.778799996,1.465648887108606e-06,0,592.5998999999999
Haryana,32.92,,44212,26200026.778799996,1.465648887108606e-06,0,592.5998999999999
Haryana,33.31,,44212,26200026.778799996,1.465648887108606e-06,0,592.5998999999999
Haryana,31.09,,44212,26200026.778799996,1.3022858934152066e-06,1,592.5998999999999
Haryana,29.99,,44212,26200026.778799996,1.465648887108606e-06,0,592.5998999999999
Haryana,29.07,,44212,26200026.778799996,1.465648887108606e-06,0,592.5998999999999
Haryana,25.64,,44212,26200026.778799996,1.3022858934152066e-06,1,592.5998999999999
Haryana,19.78,,44212,26200026.778799996,1.465648887108606e-06,0,592.5998999999999
Haryana,14.55,,44212,26200026.778799996,1.465648887108606e-06,0,592.5998999999999
Haryana,12.91,,44212,26524503.068,1.4656488871086057e-06,0,599.939
Haryana,16.69,,44212,26524503.068,1.2863549297666296e-06,1,599.939
Haryana,22.27,,44212,26524503.068,1.4656488871086057e-06,0,599.939
Haryana,28.89,,44212,26524503.068,1.2863549297666296e-06,1,599.939
Haryana,32.92,,44212,26524503.068,1.4656488871086057e-06,0,599.939
Haryana,33.31,,44212,26524503.068,1.4656488871086057e-06,0,599.939
Haryana,31.09,,44212,26524503.068,1.4656488871086057e-06,0,599.939
Haryana,29.99,,44212,26524503.068,1.4656488871086057e-06,0,599.939
Haryana,29.07,,44212,26524503.068,1.4656488871086057e-06,0,599.939
Haryana,25.64,,44212,26524503.068,1.4656488871086057e-06,0,599.939
Haryana,19.78,,44212,26524503.068,1.4656488871086057e-06,0,599.939
Haryana,14.55,,44212,26524503.068,1.4656488871086057e-06,0,599.939
Himachal Pradesh,-6.88,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,-4.26,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,-0.29,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,4.48,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,8.63,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,12.15,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,14.75,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,14.67,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,11.47,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,5.47,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,-0.37,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,-4.9,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,-6.88,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,-4.26,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,-0.29,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,4.48,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,8.63,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,12.15,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,14.75,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,14.67,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,11.47,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,5.47,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,-0.37,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,-4.9,,55673,5854127.296,1.1639262945565295e-06,0,105.152
Himachal Pradesh,-6.88,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,-4.26,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,-0.29,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,4.48,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,8.63,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,12.15,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,14.75,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,14.67,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,11.47,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,5.47,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,-0.37,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,-4.9,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,-6.88,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,-4.26,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,-0.29,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,4.48,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,8.63,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,12.15,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,14.75,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,14.67,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,11.47,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,5.47,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,-0.37,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,-4.9,,55673,5854127.296,1.1639262945565295e-06,1,105.152
Himachal Pradesh,-6.88,,55673,5911130.8807,1.1639262945565297e-06,0,106.1759
Himachal Pradesh,-4.26,,55673,5911130.8807,1.1639262945565297e-06,0,106.1759
Himachal Pradesh,-0.29,,55673,5911130.8807,1.1639262945565297e-06,0,106.1759
Himachal Pradesh,4.48,,55673,5911130.8807,1.1639262945565297e-06,0,106.1759
Himachal Pradesh,8.63,,55673,5911130.8807,1.1639262945565297e-06,0,106.1759
Himachal Pradesh,12.15,,55673,5911130.8807,1.1639262945565297e-06,0,106.1759
Himachal Pradesh,14.75,,55673,5911130.8807,1.1639262945565297e-06,0,106.1759
Himachal Pradesh,14.67,,55673,5911130.8807,1.1639262945565297e-06,0,106.1759
Himachal Pradesh,11.47,,55673,5911130.8807,1.1639262945565297e-06,0,106.1759
Himachal Pradesh,5.47,,55673,5911130.8807,1.1639262945565297e-06,0,106.1759
Himachal Pradesh,-0.37,,55673,5911130.8807,1.1639262945565297e-06,0,106.1759
Himachal Pradesh,-4.9,,55673,5911130.8807,1.1639262945565297e-06,0,106.1759
Himachal Pradesh,-6.88,,55673,5968134.4654,1.1639262945565295e-06,0,107.1998
Himachal Pradesh,-4.26,,55673,5968134.4654,1.1639262945565295e-06,0,107.1998
Himachal Pradesh,-0.29,,55673,5968134.4654,1.1639262945565295e-06,0,107.1998
Himachal Pradesh,4.48,,55673,5968134.4654,1.1639262945565295e-06,0,107.1998
Himachal Pradesh,8.63,,55673,5968134.4654,1.1639262945565295e-06,0,107.1998
Himachal Pradesh,12.15,,55673,5968134.4654,1.1639262945565295e-06,0,107.1998
Himachal Pradesh,14.75,,55673,5968134.4654,1.1639262945565295e-06,0,107.1998
Himachal Pradesh,14.67,,55673,5968134.4654,1.1639262945565295e-06,0,107.1998
Himachal Pradesh,11.47,,55673,5968134.4654,1.1639262945565295e-06,0,107.1998
Himachal Pradesh,5.47,,55673,5968134.4654,1.1639262945565295e-06,0,107.1998
Himachal Pradesh,-0.37,,55673,5968134.4654,1.1639262945565295e-06,0,107.1998
Himachal Pradesh,-4.9,,55673,5968134.4654,1.1639262945565295e-06,0,107.1998
Himachal Pradesh,-6.88,,55673,6025138.050100001,1.1639262945565297e-06,0,108.22370000000001
Himachal Pradesh,-4.26,,55673,6025138.050100001,1.1639262945565297e-06,0,108.22370000000001
Himachal Pradesh,-0.29,,55673,6025138.050100001,1.1639262945565297e-06,0,108.22370000000001
Himachal Pradesh,4.48,,55673,6025138.050100001,1.1639262945565297e-06,0,108.22370000000001
Himachal Pradesh,8.63,,55673,6025138.050100001,1.1639262945565297e-06,0,108.22370000000001
Himachal Pradesh,12.15,,55673,6025138.050100001,1.1639262945565297e-06,0,108.22370000000001
Himachal Pradesh,14.75,,55673,6025138.050100001,1.1639262945565297e-06,0,108.22370000000001
Himachal Pradesh,14.67,,55673,6025138.050100001,1.1639262945565297e-06,0,108.22370000000001
Himachal Pradesh,11.47,,55673,6025138.050100001,1.1639262945565297e-06,0,108.22370000000001
Himachal Pradesh,5.47,,55673,6025138.050100001,1.1639262945565297e-06,0,108.22370000000001
Himachal Pradesh,-0.37,,55673,6025138.050100001,1.1639262945565297e-06,0,108.22370000000001
Himachal Pradesh,-4.9,,55673,6025138.050100001,1.1639262945565297e-06,0,108.22370000000001
Himachal Pradesh,-6.88,,55673,6082141.6348,1.1639262945565297e-06,0,109.2476
Himachal Pradesh,-4.26,,55673,6082141.6348,1.1639262945565297e-06,0,109.2476
Himachal Pradesh,-0.29,,55673,6082141.6348,1.1202916835263036e-06,1,109.2476
Himachal Pradesh,4.48,,55673,6082141.6348,1.1639262945565297e-06,0,109.2476
Himachal Pradesh,8.63,,55673,6082141.6348,1.1639262945565297e-06,0,109.2476
Himachal Pradesh,12.15,,55673,6082141.6348,1.1639262945565297e-06,0,109.2476
Himachal Pradesh,14.75,,55673,6082141.6348,1.1639262945565297e-06,0,109.2476
Himachal Pradesh,14.67,,55673,6082141.6348,1.1639262945565297e-06,0,109.2476
Himachal Pradesh,11.47,,55673,6082141.6348,1.1639262945565297e-06,0,109.2476
Himachal Pradesh,5.47,,55673,6082141.6348,1.1639262945565297e-06,0,109.2476
Himachal Pradesh,-0.37,,55673,6082141.6348,1.1639262945565297e-06,0,109.2476
Himachal Pradesh,-4.9,,55673,6082141.6348,1.1639262945565297e-06,0,109.2476
Himachal Pradesh,-6.88,,55673,6139145.219500001,1.1639262945565295e-06,0,110.27150000000002
Himachal Pradesh,-4.26,,55673,6139145.219500001,1.1639262945565295e-06,0,110.27150000000002
Himachal Pradesh,-0.29,,55673,6139145.219500001,1.1639262945565295e-06,0,110.27150000000002
Himachal Pradesh,4.48,,55673,6139145.219500001,1.1639262945565295e-06,0,110.27150000000002
Himachal Pradesh,8.63,,55673,6139145.219500001,1.1639262945565295e-06,0,110.27150000000002
Himachal Pradesh,12.15,,55673,6139145.219500001,1.1639262945565295e-06,0,110.27150000000002
Himachal Pradesh,14.75,,55673,6139145.219500001,1.1639262945565295e-06,0,110.27150000000002
Himachal Pradesh,14.67,,55673,6139145.219500001,1.1639262945565295e-06,0,110.27150000000002
Himachal Pradesh,11.47,,55673,6139145.219500001,1.1639262945565295e-06,0,110.27150000000002
Himachal Pradesh,5.47,,55673,6139145.219500001,1.109889479377792e-06,1,110.27150000000002
Himachal Pradesh,-0.37,,55673,6139145.219500001,1.109889479377792e-06,1,110.27150000000002
Himachal Pradesh,-4.9,,55673,6139145.219500001,1.1639262945565295e-06,0,110.27150000000002
Himachal Pradesh,-6.88,,55673,6196148.8042,1.1639262945565297e-06,0,111.2954
Himachal Pradesh,-4.26,,55673,6196148.8042,1.1639262945565297e-06,0,111.2954
Himachal Pradesh,-0.29,,55673,6196148.8042,1.1639262945565297e-06,0,111.2954
Himachal Pradesh,4.48,,55673,6196148.8042,1.1639262945565297e-06,0,111.2954
Himachal Pradesh,8.63,,55673,6196148.8042,1.1639262945565297e-06,0,111.2954
Himachal Pradesh,12.15,,55673,6196148.8042,1.1639262945565297e-06,0,111.2954
Himachal Pradesh,14.75,,55673,6196148.8042,1.1639262945565297e-06,0,111.2954
Himachal Pradesh,14.67,,55673,6196148.8042,1.1639262945565297e-06,0,111.2954
Himachal Pradesh,11.47,,55673,6196148.8042,1.1639262945565297e-06,0,111.2954
Himachal Pradesh,5.47,,55673,6196148.8042,1.1639262945565297e-06,0,111.2954
Himachal Pradesh,-0.37,,55673,6196148.8042,1.1639262945565297e-06,0,111.2954
Himachal Pradesh,-4.9,,55673,6196148.8042,1.1639262945565297e-06,0,111.2954
Himachal Pradesh,-6.88,,55673,6253152.3889,1.1639262945565297e-06,0,112.3193
Himachal Pradesh,-4.26,,55673,6253152.3889,1.1639262945565297e-06,0,112.3193
Himachal Pradesh,-0.29,,55673,6253152.3889,1.1639262945565297e-06,0,112.3193
Himachal Pradesh,4.48,,55673,6253152.3889,1.0896540285169887e-06,1,112.3193
Himachal Pradesh,8.63,,55673,6253152.3889,1.1639262945565297e-06,0,112.3193
Himachal Pradesh,12.15,,55673,6253152.3889,1.1639262945565297e-06,0,112.3193
Himachal Pradesh,14.75,,55673,6253152.3889,1.1639262945565297e-06,0,112.3193
Himachal Pradesh,14.67,,55673,6253152.3889,1.1639262945565297e-06,0,112.3193
Himachal Pradesh,11.47,,55673,6253152.3889,1.1639262945565297e-06,0,112.3193
Himachal Pradesh,5.47,,55673,6253152.3889,1.1639262945565297e-06,0,112.3193
Himachal Pradesh,-0.37,,55673,6253152.3889,1.1639262945565297e-06,0,112.3193
Himachal Pradesh,-4.9,,55673,6253152.3889,1.1639262945565297e-06,0,112.3193
Himachal Pradesh,-6.88,,55673,6310155.9736,1.1639262945565297e-06,0,113.3432
Himachal Pradesh,-4.26,,55673,6310155.9736,1.0798105023081068e-06,1,113.3432
Himachal Pradesh,-0.29,,55673,6310155.9736,1.1639262945565297e-06,0,113.3432
Himachal Pradesh,4.48,,55673,6310155.9736,1.1639262945565297e-06,0,113.3432
Himachal Pradesh,8.63,,55673,6310155.9736,1.1639262945565297e-06,0,113.3432
Himachal Pradesh,12.15,,55673,6310155.9736,1.1639262945565297e-06,0,113.3432
Himachal Pradesh,14.75,,55673,6310155.9736,1.1639262945565297e-06,0,113.3432
Himachal Pradesh,14.67,,55673,6310155.9736,1.1639262945565297e-06,0,113.3432
Himachal Pradesh,11.47,,55673,6310155.9736,1.1639262945565297e-06,0,113.3432
Himachal Pradesh,5.47,,55673,6310155.9736,1.1639262945565297e-06,0,113.3432
Himachal Pradesh,-0.37,,55673,6310155.9736,1.1639262945565297e-06,0,113.3432
Himachal Pradesh,-4.9,,55673,6310155.9736,1.1639262945565297e-06,0,113.3432
Himachal Pradesh,-6.88,,55673,6367159.558300001,1.1639262945565297e-06,0,114.36710000000001
Himachal Pradesh,-4.26,,55673,6367159.558300001,1.1639262945565297e-06,0,114.36710000000001
Himachal Pradesh,-0.29,,55673,6367159.558300001,1.1639262945565297e-06,0,114.36710000000001
Himachal Pradesh,4.48,,55673,6367159.558300001,1.1639262945565297e-06,0,114.36710000000001
Himachal Pradesh,8.63,,55673,6367159.558300001,1.1639262945565297e-06,0,114.36710000000001
Himachal Pradesh,12.15,,55673,6367159.558300001,1.1639262945565297e-06,0,114.36710000000001
Himachal Pradesh,14.75,,55673,6367159.558300001,1.1639262945565297e-06,0,114.36710000000001
Himachal Pradesh,14.67,,55673,6367159.558300001,1.1639262945565297e-06,0,114.36710000000001
Himachal Pradesh,11.47,,55673,6367159.558300001,1.1639262945565297e-06,0,114.36710000000001
Himachal Pradesh,5.47,,55673,6367159.558300001,1.1639262945565297e-06,0,114.36710000000001
Himachal Pradesh,-0.37,,55673,6367159.558300001,1.1639262945565297e-06,0,114.36710000000001
Himachal Pradesh,-4.9,,55673,6367159.558300001,1.1639262945565297e-06,0,114.36710000000001
Himachal Pradesh,-6.88,,55673,6424163.143,1.1639262945565297e-06,0,115.391
Himachal Pradesh,-4.26,,55673,6424163.143,1.1639262945565297e-06,0,115.391
Himachal Pradesh,-0.29,,55673,6424163.143,1.1639262945565297e-06,0,115.391
Himachal Pradesh,4.48,,55673,6424163.143,1.1639262945565297e-06,0,115.391
Himachal Pradesh,8.63,,55673,6424163.143,1.1639262945565297e-06,0,115.391
Himachal Pradesh,12.15,,55673,6424163.143,1.1639262945565297e-06,0,115.391
Himachal Pradesh,14.75,,55673,6424163.143,1.1639262945565297e-06,0,115.391
Himachal Pradesh,14.67,,55673,6424163.143,1.1639262945565297e-06,0,115.391
Himachal Pradesh,11.47,,55673,6424163.143,1.0606475177891534e-06,1,115.391
Himachal Pradesh,5.47,,55673,6424163.143,1.1639262945565297e-06,0,115.391
Himachal Pradesh,-0.37,,55673,6424163.143,1.1639262945565297e-06,0,115.391
Himachal Pradesh,-4.9,,55673,6424163.143,1.1639262945565297e-06,0,115.391
Jammu and Kashmir,-15.21,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,-12.49,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,-8.54,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,-3.75,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,1.0,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,5.86,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,10.36,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,10.57,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,6.26,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,-1.37,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,-8.29,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,-13.33,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,-15.21,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,-12.49,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,-8.54,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,-3.75,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,1.0,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,5.86,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,10.36,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,10.57,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,6.26,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,-1.37,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,-8.29,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,-13.33,,222236,34973279.32,2.9157863081069526e-07,0,157.37
Jammu and Kashmir,-15.21,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,-12.49,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,-8.54,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,-3.75,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,1.0,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,5.86,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,10.36,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,10.57,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,6.26,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,-1.37,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,-8.29,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,-13.33,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,-15.21,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,-12.49,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,-8.54,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,-3.75,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,1.0,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,5.86,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,10.36,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,10.57,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,6.26,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,-1.37,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,-8.29,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,-13.33,,222236,34973279.32,2.9157863081069526e-07,1,157.37
Jammu and Kashmir,-15.21,,222236,35291232.3652,2.915786308106953e-07,0,158.80069999999998
Jammu and Kashmir,-12.49,,222236,35291232.3652,2.915786308106953e-07,0,158.80069999999998
Jammu and Kashmir,-8.54,,222236,35291232.3652,2.915786308106953e-07,0,158.80069999999998
Jammu and Kashmir,-3.75,,222236,35291232.3652,2.915786308106953e-07,0,158.80069999999998
Jammu and Kashmir,1.0,,222236,35291232.3652,2.915786308106953e-07,0,158.80069999999998
Jammu and Kashmir,5.86,,222236,35291232.3652,2.915786308106953e-07,0,158.80069999999998
Jammu and Kashmir,10.36,,222236,35291232.3652,2.8895168050694436e-07,1,158.80069999999998
Jammu and Kashmir,10.57,,222236,35291232.3652,2.915786308106953e-07,0,158.80069999999998
Jammu and Kashmir,6.26,,222236,35291232.3652,2.915786308106953e-07,0,158.80069999999998
Jammu and Kashmir,-1.37,,222236,35291232.3652,2.915786308106953e-07,0,158.80069999999998
Jammu and Kashmir,-8.29,,222236,35291232.3652,2.915786308106953e-07,0,158.80069999999998
Jammu and Kashmir,-13.33,,222236,35291232.3652,2.915786308106953e-07,0,158.80069999999998
Jammu and Kashmir,-15.21,,222236,35609185.4104,2.9157863081069526e-07,0,160.2314
Jammu and Kashmir,-12.49,,222236,35609185.4104,2.863716420793871e-07,1,160.2314
Jammu and Kashmir,-8.54,,222236,35609185.4104,2.9157863081069526e-07,0,160.2314
Jammu and Kashmir,-3.75,,222236,35609185.4104,2.9157863081069526e-07,0,160.2314
Jammu and Kashmir,1.0,,222236,35609185.4104,2.9157863081069526e-07,0,160.2314
Jammu and Kashmir,5.86,,222236,35609185.4104,2.9157863081069526e-07,0,160.2314
Jammu and Kashmir,10.36,,222236,35609185.4104,2.9157863081069526e-07,0,160.2314
Jammu and Kashmir,10.57,,222236,35609185.4104,2.9157863081069526e-07,0,160.2314
Jammu and Kashmir,6.26,,222236,35609185.4104,2.9157863081069526e-07,0,160.2314
Jammu and Kashmir,-1.37,,222236,35609185.4104,2.9157863081069526e-07,0,160.2314
Jammu and Kashmir,-8.29,,222236,35609185.4104,2.9157863081069526e-07,0,160.2314
Jammu and Kashmir,-13.33,,222236,35609185.4104,2.9157863081069526e-07,0,160.2314
Jammu and Kashmir,-15.21,,222236,35927138.4556,2.9157863081069526e-07,0,161.6621
Jammu and Kashmir,-12.49,,222236,35927138.4556,2.9157863081069526e-07,0,161.6621
Jammu and Kashmir,-8.54,,222236,35927138.4556,2.9157863081069526e-07,0,161.6621
Jammu and Kashmir,-3.75,,222236,35927138.4556,2.9157863081069526e-07,0,161.6621
Jammu and Kashmir,1.0,,222236,35927138.4556,2.9157863081069526e-07,0,161.6621
Jammu and Kashmir,5.86,,222236,35927138.4556,2.9157863081069526e-07,0,161.6621
Jammu and Kashmir,10.36,,222236,35927138.4556,2.9157863081069526e-07,0,161.6621
Jammu and Kashmir,10.57,,222236,35927138.4556,2.9157863081069526e-07,0,161.6621
Jammu and Kashmir,6.26,,222236,35927138.4556,2.9157863081069526e-07,0,161.6621
Jammu and Kashmir,-1.37,,222236,35927138.4556,2.9157863081069526e-07,0,161.6621
Jammu and Kashmir,-8.29,,222236,35927138.4556,2.9157863081069526e-07,0,161.6621
Jammu and Kashmir,-13.33,,222236,35927138.4556,2.9157863081069526e-07,0,161.6621
Jammu and Kashmir,-15.21,,222236,36245091.500800006,2.9157863081069526e-07,0,163.09280000000004
Jammu and Kashmir,-12.49,,222236,36245091.500800006,2.9157863081069526e-07,0,163.09280000000004
Jammu and Kashmir,-8.54,,222236,36245091.500800006,2.9157863081069526e-07,0,163.09280000000004
Jammu and Kashmir,-3.75,,222236,36245091.500800006,2.9157863081069526e-07,0,163.09280000000004
Jammu and Kashmir,1.0,,222236,36245091.500800006,2.9157863081069526e-07,0,163.09280000000004
Jammu and Kashmir,5.86,,222236,36245091.500800006,2.9157863081069526e-07,0,163.09280000000004
Jammu and Kashmir,10.36,,222236,36245091.500800006,2.9157863081069526e-07,0,163.09280000000004
Jammu and Kashmir,10.57,,222236,36245091.500800006,2.9157863081069526e-07,0,163.09280000000004
Jammu and Kashmir,6.26,,222236,36245091.500800006,2.9157863081069526e-07,0,163.09280000000004
Jammu and Kashmir,-1.37,,222236,36245091.500800006,2.9157863081069526e-07,0,163.09280000000004
Jammu and Kashmir,-8.29,,222236,36245091.500800006,2.9157863081069526e-07,0,163.09280000000004
Jammu and Kashmir,-13.33,,222236,36245091.500800006,2.9157863081069526e-07,0,163.09280000000004
Jammu and Kashmir,-15.21,,222236,36563044.546000004,2.9157863081069526e-07,0,164.5235
Jammu and Kashmir,-12.49,,222236,36563044.546000004,2.9157863081069526e-07,0,164.5235
Jammu and Kashmir,-8.54,,222236,36563044.546000004,2.9157863081069526e-07,0,164.5235
Jammu and Kashmir,-3.75,,222236,36563044.546000004,2.9157863081069526e-07,0,164.5235
Jammu and Kashmir,1.0,,222236,36563044.546000004,2.9157863081069526e-07,0,164.5235
Jammu and Kashmir,5.86,,222236,36563044.546000004,2.9157863081069526e-07,0,164.5235
Jammu and Kashmir,10.36,,222236,36563044.546000004,2.9157863081069526e-07,0,164.5235
Jammu and Kashmir,10.57,,222236,36563044.546000004,2.9157863081069526e-07,0,164.5235
Jammu and Kashmir,6.26,,222236,36563044.546000004,2.7890075965244543e-07,1,164.5235
Jammu and Kashmir,-1.37,,222236,36563044.546000004,2.9157863081069526e-07,0,164.5235
Jammu and Kashmir,-8.29,,222236,36563044.546000004,2.7890075965244543e-07,1,164.5235
Jammu and Kashmir,-13.33,,222236,36563044.546000004,2.9157863081069526e-07,0,164.5235
Jammu and Kashmir,-15.21,,222236,36880997.591199994,2.915786308106952e-07,0,165.9542
Jammu and Kashmir,-12.49,,222236,36880997.591199994,2.915786308106952e-07,0,165.9542
Jammu and Kashmir,-8.54,,222236,36880997.591199994,2.915786308106952e-07,0,165.9542
Jammu and Kashmir,-3.75,,222236,36880997.591199994,2.915786308106952e-07,0,165.9542
Jammu and Kashmir,1.0,,222236,36880997.591199994,2.915786308106952e-07,0,165.9542
Jammu and Kashmir,5.86,,222236,36880997.591199994,2.915786308106952e-07,0,165.9542
Jammu and Kashmir,10.36,,222236,36880997.591199994,2.915786308106952e-07,0,165.9542
Jammu and Kashmir,10.57,,222236,36880997.591199994,2.915786308106952e-07,0,165.9542
Jammu and Kashmir,6.26,,222236,36880997.591199994,2.915786308106952e-07,0,165.9542
Jammu and Kashmir,-1.37,,222236,36880997.591199994,2.915786308106952e-07,0,165.9542
Jammu and Kashmir,-8.29,,222236,36880997.591199994,2.915786308106952e-07,0,165.9542
